Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount Percentage,Customer Income Level,Item Price
47,57,Male,Shirt,Clothing,125.58,California,L,White,Summer,2.9,Yes,Standard,Yes,Yes,45,Cash,Quarterly,12.7927769,Medium,118.9
48,55,Male,Jewelry,Accessories,83.31,Montana,M,Charcoal,Winter,4.5,Yes,Standard,Yes,Yes,36,Cash,Weekly,18.00170053,High,79.39
49,42,Male,Shirt,Clothing,91.72,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly,18.66775698,Low,87.96
50,68,Male,Hoodie,Clothing,23.56,New Jersey,S,Indigo,Spring,4.6,Yes,Standard,Yes,Yes,34,Debit Card,Bi-Weekly,9.621361388,High,23.3
51,49,Male,Blouse,Clothing,25.62,Maryland,M,Red,Spring,3.7,Yes,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,29.23961569,Low,24.09
52,59,Male,Skirt,Clothing,63.96,Vermont,XL,Gray,Winter,4.7,Yes,Store Pickup,Yes,Yes,7,Credit Card,Quarterly,24.37832058,High,60.87
53,42,Male,T-shirt,Clothing,141.42,Alaska,M,Green,Summer,2.6,Yes,Standard,Yes,Yes,26,Credit Card,Weekly,28.48747354,High,137.98
54,29,Male,Skirt,Clothing,78.89,Mississippi,S,Peach,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Weekly,27.37068376,Medium,73.35
55,47,Male,Coat,Outerwear,96.5,New Mexico,M,Brown,Summer,4.2,Yes,Standard,Yes,Yes,35,Debit Card,Bi-Weekly,19.94749947,Low,95.76
56,40,Male,Jacket,Outerwear,109.69,South Carolina,M,Lavender,Winter,3.0,Yes,Standard,Yes,Yes,49,Credit Card,Annually,28.04685588,Medium,107.95
57,41,Male,Backpack,Accessories,101.24,Mississippi,XL,Brown,Summer,4.7,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,7.212312551,Low,93.67
58,21,Male,Coat,Outerwear,192.08,West Virginia,M,White,Summer,4.4,Yes,Standard,Yes,Yes,17,Debit Card,Fortnightly,9.89957156,High,176.68
59,69,Male,Hoodie,Clothing,126.8,Missouri,M,Charcoal,Summer,4.2,Yes,Standard,Yes,Yes,29,Venmo,Monthly,6.130682223,Low,124.48
60,63,Male,Belt,Accessories,95.2,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,13.13325827,Medium,90.33
61,50,Male,Sweater,Clothing,136.17,Idaho,L,Brown,Summer,4.0,Yes,Store Pickup,Yes,Yes,17,Cash,Weekly,14.71693224,Medium,124.97
62,55,Male,Scarf,Accessories,39.05,Texas,M,Orange,Winter,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Every 3 Months,11.78372579,Medium,38.62
63,30,Male,Sneakers,Footwear,71.69,Mississippi,S,Magenta,Spring,3.8,Yes,Standard,Yes,Yes,31,Credit Card,Fortnightly,25.71843773,Low,68.75
64,33,Male,Sunglasses,Accessories,90.82,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Weekly,13.91883317,Medium,83.62
65,65,Male,Boots,Footwear,32.77,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,12.02336274,Medium,31.18
66,65,Male,Backpack,Accessories,48.62,New Jersey,M,Purple,Spring,4.8,Yes,Store Pickup,Yes,Yes,44,Venmo,Every 3 Months,18.56740208,Medium,47.57
67,31,Male,Blouse,Clothing,36.78,Pennsylvania,S,Magenta,Winter,4.7,Yes,Standard,Yes,Yes,3,Venmo,Every 3 Months,8.523105624,High,35.58
68,45,Male,Coat,Outerwear,246.29,Connecticut,L,Gray,Winter,4.4,Yes,Standard,Yes,Yes,49,Debit Card,Monthly,25.05492452,High,238.58
69,57,Male,Handbag,Accessories,60.68,Utah,L,Silver,Summer,3.9,Yes,Store Pickup,Yes,Yes,21,Cash,Every 3 Months,6.863766092,Low,56.69
70,48,Male,Belt,Accessories,46.88,Tennessee,S,Cyan,Summer,4.4,Yes,Standard,Yes,Yes,5,Cash,Weekly,29.67217342,Low,42.73
71,22,Male,Belt,Accessories,99.05,Alabama,M,Magenta,Fall,4.2,Yes,Next Day Air,Yes,Yes,32,Debit Card,Every 3 Months,24.30611923,Medium,96.62
72,36,Male,Dress,Clothing,87.19,Virginia,L,Gold,Summer,2.9,Yes,Standard,Yes,Yes,34,Bank Transfer,Annually,9.967892038,High,84.64
73,18,Male,Dress,Clothing,57.24,Georgia,M,Olive,Winter,2.9,Yes,Express,Yes,Yes,21,Bank Transfer,Every 3 Months,5.138052928,Medium,57.03
74,48,Male,Pants,Clothing,104.23,Hawaii,M,Teal,Spring,2.7,Yes,Standard,Yes,Yes,43,Bank Transfer,Bi-Weekly,25.38653571,Medium,99.24
75,49,Male,Gloves,Accessories,15.04,Indiana,L,Violet,Spring,4.5,Yes,Store Pickup,Yes,Yes,3,Cash,Monthly,22.6714336,High,14.63
76,64,Male,Scarf,Accessories,93.94,Utah,M,Blue,Summer,2.7,Yes,Standard,Yes,Yes,21,Credit Card,Annually,23.2251792,High,91.74
77,50,Male,Hat,Accessories,24.17,Delaware,S,Teal,Summer,4.2,Yes,Standard,Yes,Yes,32,Venmo,Monthly,24.28175867,High,23.04
78,22,Male,Dress,Clothing,151.72,Delaware,L,Gold,Summer,3.3,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly,6.851116293,Low,148.13
79,50,Male,Skirt,Clothing,115.56,Nebraska,M,Maroon,Spring,4.7,Yes,Standard,Yes,Yes,50,Venmo,Fortnightly,13.96164321,Low,107.38
80,38,Male,Jacket,Outerwear,104.63,Iowa,M,Olive,Winter,2.6,Yes,Store Pickup,Yes,Yes,43,Bank Transfer,Every 3 Months,7.896726488,Medium,97.53
81,19,Male,Sandals,Footwear,98.37,New York,XL,Blue,Summer,3.3,Yes,Next Day Air,Yes,Yes,24,Credit Card,Every 3 Months,26.57758565,Low,92.52
82,67,Male,Shoes,Footwear,145.08,Virginia,L,Maroon,Summer,2.6,Yes,Standard,Yes,Yes,36,Credit Card,Every 3 Months,20.58245317,High,137.7
83,19,Male,Pants,Clothing,34.39,Georgia,S,Olive,Spring,4.0,Yes,Standard,Yes,Yes,21,Credit Card,Every 3 Months,13.27245062,High,31.74
84,36,Male,Dress,Clothing,62.85,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,Yes,34,Bank Transfer,Weekly,6.588958757,Low,61.7
85,52,Male,Coat,Outerwear,61.59,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Every 3 Months,12.77455804,Medium,58.16
86,53,Male,Sunglasses,Accessories,71.1,New Mexico,M,Charcoal,Winter,4.5,Yes,Standard,Yes,Yes,2,Debit Card,Bi-Weekly,13.12958305,Medium,70.98
87,24,Male,Hoodie,Clothing,88.53,Nevada,L,Pink,Spring,3.7,Yes,Standard,Yes,Yes,47,Cash,Bi-Weekly,23.24015446,Low,86.57
88,52,Male,Shoes,Footwear,142.11,Ohio,M,Green,Fall,3.7,Yes,Store Pickup,Yes,Yes,44,Debit Card,Fortnightly,20.93893678,Medium,139.68
89,33,Male,T-shirt,Clothing,114.07,Wyoming,M,Orange,Fall,3.5,Yes,Standard,Yes,Yes,35,Credit Card,Monthly,27.18031856,Medium,109.82
90,47,Male,Jacket,Outerwear,240.61,California,XL,Pink,Fall,3.6,Yes,Standard,Yes,Yes,15,Cash,Quarterly,16.80537313,Medium,237.35
91,25,Male,Hat,Accessories,41.16,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,Yes,29,Credit Card,Monthly,7.989856148,High,40.7
92,44,Male,Scarf,Accessories,101.4,South Carolina,S,Green,Winter,4.6,Yes,Store Pickup,Yes,Yes,18,Credit Card,Every 3 Months,22.83111968,High,93.22
93,61,Male,Jacket,Outerwear,108.29,Texas,M,Olive,Winter,4.4,Yes,Standard,Yes,Yes,13,Venmo,Every 3 Months,24.01962622,Low,101.59
94,37,Male,Sweater,Clothing,133.25,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,19.03192994,High,126.24
95,58,Male,Skirt,Clothing,91.0,Nevada,S,Silver,Spring,4.6,Yes,Standard,Yes,Yes,28,Credit Card,Weekly,24.2741795,Medium,88.85
96,37,Male,Sneakers,Footwear,49.94,Missouri,L,Pink,Fall,3.8,Yes,Standard,Yes,Yes,48,PayPal,Monthly,17.34488991,High,45.83
97,32,Male,Gloves,Accessories,96.8,Delaware,S,Gold,Spring,3.6,Yes,Standard,Yes,Yes,43,Venmo,Every 3 Months,18.06832073,Low,91.04
98,21,Male,Shoes,Footwear,90.7,Virginia,M,Teal,Winter,4.8,Yes,Standard,Yes,Yes,37,Cash,Annually,15.68852546,High,87.64
99,20,Male,Jeans,Clothing,124.63,New York,XL,Teal,Spring,2.6,Yes,Express,Yes,Yes,20,Bank Transfer,Annually,5.635478169,Medium,114.37
100,26,Male,Hoodie,Clothing,145.87,Missouri,XL,Indigo,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Quarterly,7.697285675,Medium,135.32
101,62,Male,Sunglasses,Accessories,68.35,South Dakota,M,Maroon,Fall,2.7,Yes,Store Pickup,Yes,Yes,31,Cash,Fortnightly,5.785729642,Low,67.78
102,27,Male,Coat,Outerwear,89.72,North Dakota,XL,White,Spring,4.6,Yes,Standard,Yes,Yes,50,Credit Card,Bi-Weekly,20.91026028,High,82.33
103,51,Male,Socks,Clothing,98.93,Oklahoma,L,Violet,Winter,4.8,Yes,Standard,Yes,Yes,35,Credit Card,Quarterly,12.85889953,High,98.84
104,54,Male,Boots,Footwear,50.39,West Virginia,L,Red,Winter,4.0,Yes,Standard,Yes,Yes,22,Venmo,Bi-Weekly,17.71426728,High,47.25
105,55,Male,Sunglasses,Accessories,10.62,New Hampshire,L,Pink,Spring,4.4,Yes,Store Pickup,Yes,Yes,1,PayPal,Monthly,27.68916185,Medium,10.46
106,69,Male,Backpack,Accessories,63.49,New York,M,Charcoal,Fall,3.6,Yes,Standard,Yes,Yes,4,Bank Transfer,Annually,11.23230573,Low,59.39
107,64,Male,Jacket,Outerwear,184.44,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly,15.25957308,High,180.39
108,28,Male,Sneakers,Footwear,154.65,Maryland,L,Olive,Winter,3.1,Yes,2-Day Shipping,Yes,Yes,46,PayPal,Fortnightly,23.88877846,Medium,151.07
109,70,Male,Socks,Clothing,66.95,Montana,L,Purple,Spring,3.4,Yes,Store Pickup,Yes,Yes,32,Bank Transfer,Bi-Weekly,10.71995414,Medium,62.3
110,58,Male,T-shirt,Clothing,113.32,Alabama,M,Violet,Spring,2.6,Yes,Store Pickup,Yes,Yes,43,Bank Transfer,Fortnightly,6.924497746,Medium,104.45
111,56,Male,Backpack,Accessories,73.12,New York,M,Black,Summer,4.0,Yes,Standard,Yes,Yes,26,Venmo,Fortnightly,12.24378632,High,69.19
112,26,Male,Belt,Accessories,19.11,Massachusetts,L,Purple,Summer,5.0,Yes,2-Day Shipping,Yes,Yes,9,Credit Card,Annually,9.030532181,High,18.43
113,37,Male,Gloves,Accessories,34.69,Florida,M,Red,Spring,4.3,Yes,Standard,Yes,Yes,28,PayPal,Bi-Weekly,28.24244131,High,33.87
114,44,Male,Hat,Accessories,101.41,New Jersey,L,Maroon,Winter,3.1,Yes,Store Pickup,Yes,Yes,20,PayPal,Quarterly,25.20300949,High,97.57
115,70,Male,Coat,Outerwear,242.83,Massachusetts,S,Blue,Summer,3.7,Yes,Standard,Yes,Yes,9,Cash,Weekly,20.83509391,High,228.41
116,53,Male,Skirt,Clothing,129.52,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,Yes,48,Debit Card,Every 3 Months,26.78651475,High,123.33
117,55,Male,Shoes,Footwear,134.38,Virginia,S,Blue,Spring,3.4,Yes,Standard,Yes,Yes,12,Venmo,Annually,25.09180192,High,128.07
118,50,Male,Sandals,Footwear,67.76,South Dakota,L,Yellow,Summer,4.6,Yes,Standard,Yes,Yes,29,Cash,Fortnightly,9.664251472,High,63.19
119,50,Male,Sweater,Clothing,56.64,Kentucky,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,27,Cash,Bi-Weekly,27.31397496,High,56.5
120,38,Male,Coat,Outerwear,182.27,Wyoming,M,Orange,Fall,4.3,Yes,Standard,Yes,Yes,44,Cash,Annually,18.48355605,Medium,179.09
121,64,Male,Hat,Accessories,103.67,West Virginia,L,Red,Summer,4.0,Yes,Store Pickup,Yes,Yes,32,Bank Transfer,Annually,25.18600388,High,94.64
122,19,Male,Shorts,Clothing,144.08,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,27.4022825,Low,138.93
123,40,Male,Backpack,Accessories,12.45,Washington,L,Brown,Spring,4.8,Yes,Standard,Yes,Yes,44,Cash,Fortnightly,12.95008687,Medium,11.39
124,57,Male,Sweater,Clothing,82.98,Louisiana,L,Brown,Fall,3.1,Yes,Standard,Yes,Yes,46,Cash,Weekly,7.751298113,High,75.66
125,44,Male,Sweater,Clothing,157.66,Nevada,M,Gray,Spring,3.1,Yes,Standard,Yes,Yes,50,PayPal,Annually,10.69837906,Low,145.27
126,49,Male,Shorts,Clothing,60.52,California,M,Indigo,Winter,3.6,Yes,Standard,Yes,Yes,45,Venmo,Every 3 Months,15.67769472,High,58.28
127,43,Male,Shorts,Clothing,134.79,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,25.45036915,Low,130.65
128,24,Male,Sweater,Clothing,44.37,Mississippi,M,Gray,Winter,4.8,Yes,Standard,Yes,Yes,26,Credit Card,Weekly,26.51826458,Low,42.03
129,20,Male,Scarf,Accessories,100.81,California,M,Gold,Spring,4.7,Yes,Next Day Air,Yes,Yes,21,Credit Card,Fortnightly,5.173803263,Low,94.25
130,24,Male,Dress,Clothing,95.02,Pennsylvania,XL,Olive,Summer,4.2,Yes,Express,Yes,Yes,49,PayPal,Bi-Weekly,17.76868256,Low,94.11
131,44,Male,Scarf,Accessories,71.82,Kentucky,L,Violet,Fall,3.7,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly,15.43527508,Medium,65.35
132,28,Male,Skirt,Clothing,40.19,Maine,L,Indigo,Summer,3.9,Yes,2-Day Shipping,Yes,Yes,46,Credit Card,Weekly,10.55269526,Medium,38.21
133,30,Male,Backpack,Accessories,95.55,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,7.996634183,Low,88.96
134,52,Male,Sweater,Clothing,118.38,Montana,M,Violet,Winter,2.5,Yes,Standard,Yes,Yes,25,Venmo,Annually,13.44037929,High,110.61
135,43,Male,Hat,Accessories,43.6,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,28.5727426,Low,42.35
136,43,Male,Sandals,Footwear,181.17,Kansas,M,Purple,Fall,4.1,Yes,Standard,Yes,Yes,12,PayPal,Quarterly,13.0800733,Medium,167.59
137,39,Male,Blouse,Clothing,144.84,South Carolina,M,White,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Debit Card,Quarterly,17.96976554,High,132.72
138,68,Male,Sneakers,Footwear,122.79,Colorado,M,Turquoise,Spring,4.7,Yes,Standard,Yes,Yes,38,PayPal,Weekly,22.57547397,Medium,116.93
139,68,Male,Skirt,Clothing,131.82,Georgia,M,Maroon,Winter,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Weekly,14.09074006,Medium,123.78
140,49,Male,Coat,Outerwear,205.54,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,29.29455207,High,190.39
141,63,Male,Shirt,Clothing,140.29,North Carolina,L,Yellow,Fall,3.9,Yes,Standard,Yes,Yes,50,Credit Card,Weekly,29.06118237,Low,135.7
142,56,Male,Gloves,Accessories,44.21,Virginia,M,Turquoise,Fall,4.9,Yes,Store Pickup,Yes,Yes,45,PayPal,Weekly,11.2945574,Low,43.8
143,37,Male,Jacket,Outerwear,166.25,Nebraska,L,Violet,Fall,3.1,Yes,Standard,Yes,Yes,33,Credit Card,Fortnightly,17.43121265,Low,165.66
144,30,Male,Coat,Outerwear,150.89,Missouri,M,Beige,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,25,PayPal,Quarterly,12.52195775,Low,143.12
145,19,Male,Shoes,Footwear,83.36,New Jersey,M,Silver,Fall,3.2,Yes,Standard,Yes,Yes,25,Cash,Monthly,12.12101236,High,78.71
146,24,Male,Jewelry,Accessories,12.79,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,5.922173684,High,12.75
147,52,Male,Skirt,Clothing,131.51,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,20.23910835,High,126.94
148,63,Male,Shoes,Footwear,54.3,Idaho,M,Purple,Summer,3.5,Yes,Standard,Yes,Yes,31,Bank Transfer,Fortnightly,17.56697558,Medium,51.6
149,37,Male,Gloves,Accessories,81.01,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,6.286968781,High,79.3
150,38,Male,Pants,Clothing,101.84,Delaware,M,White,Summer,3.2,Yes,Standard,Yes,Yes,14,PayPal,Monthly,11.96616161,Low,100.98
151,35,Male,Boots,Footwear,40.85,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,27.70664715,Medium,38.79
152,28,Male,Sunglasses,Accessories,62.4,North Dakota,L,Turquoise,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,3,Venmo,Annually,10.98904727,Low,58.66
153,30,Male,Shirt,Clothing,125.55,South Carolina,S,Brown,Summer,4.3,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,8.622371802,Low,114.39
154,69,Male,Hoodie,Clothing,89.93,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,17.23631901,High,87.12
155,41,Male,Dress,Clothing,126.72,Oklahoma,M,Charcoal,Fall,3.6,Yes,Standard,Yes,Yes,21,Venmo,Quarterly,29.64126135,High,123.37
156,63,Male,Socks,Clothing,77.67,Maine,S,Olive,Spring,4.3,Yes,Standard,Yes,Yes,21,Bank Transfer,Quarterly,11.05138179,Low,77.07
157,35,Male,Shorts,Clothing,25.54,Missouri,M,Lavender,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Annually,21.80338869,Low,23.3
158,36,Male,Hat,Accessories,91.17,Vermont,S,Yellow,Fall,3.0,Yes,Standard,Yes,Yes,1,Bank Transfer,Fortnightly,24.04049038,Medium,85.24
159,25,Male,Shirt,Clothing,74.43,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,10.9409386,High,73.16
160,58,Male,Gloves,Accessories,24.68,New Hampshire,M,Charcoal,Fall,3.8,Yes,Standard,Yes,Yes,39,Bank Transfer,Every 3 Months,23.20540872,Medium,24.08
161,27,Male,Gloves,Accessories,63.68,Texas,M,Orange,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Monthly,14.19457832,Medium,59.43
162,65,Male,Backpack,Accessories,71.36,North Dakota,M,Olive,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Fortnightly,20.80764576,Medium,69.42
163,54,Male,Sunglasses,Accessories,103.02,California,M,Turquoise,Summer,3.0,Yes,Standard,Yes,Yes,31,PayPal,Bi-Weekly,20.83824277,Low,95.94
