Property_ID,Title,Price_RM,Region,Subarea,Property_Type,Title_Type,Size_sqft,Bedrooms,Bathrooms,Agent_Firm
114783574,"Tanah Geran Individu Sebelah Tmn Bunga Padi, Bintong Kangar",380000,Perlis,Kangar,Agricultural Land,Freehold,26000,N/A,N/A,THE ROOF REALTY SDN BHD
114776435,2 STOREY TMN DESA SAUJANA‼️FULL LOAN MUDAH LULUS‼️NONBUMI 1373sqft‼️,410000,Perlis,Arau,2-storey Terraced House,Freehold,1373,4,3,HIT PROPERTIES
114775064,TERES LUAS TMN SERI PULAI‼️FULL LOAN-MUDAH LULUS‼️1765sqft 3 BILIK‼️,310000,Perlis,Kangar,1-storey Terraced House,Freehold,1765,3,2,HIT PROPERTIES
113334040,SEMI D 2 TINGKAT‼️TMN SETIA INDAH‼️CASHBACK 70k‼️FULLY FURNISHED‼️,480000,Perlis,Kangar,Semi-Detached House,Freehold,2482,4,3,HIT PROPERTIES
114553510,"Miliki Shoplot Di Taman Indera, Kangar, Perlis Penyewa Tersedia",460000,Perlis,Kangar,Shop lot,Freehold,1200,N/A,N/A,Oriental Real Estate Sdn Bhd
114398192,100k BELOW MARKET❗RUMAH BERKEMBAR DUA TINGKAT TAMAN BINTONG JAYA,450000,Perlis,Kangar,Semi-Detached House,Freehold,1485,6,4,Oriental Real Estate Sdn Bhd
114566206,Rumah Teres Taman Ira Kangar Renovated & Extended,390000,Perlis,Kangar,1.5-storey Terraced House,Freehold,1733,4,4,Oriental Real Estate Sdn Bhd
114773430,"RENOVATED 2 STOREY SEMI D TAMAN GUAR GAJAH, ARAU. Non Bumi Lot",470000,Perlis,Arau,Semi-Detached House,Freehold,2464,4,4,HIT PROPERTIES SDN BHD
114118919,Taman Empiang Ceria Kangar Perlis For Sale *Baca Description,354300,Perlis,Kangar,Bungalow House,Freehold,4111,3,2,Oriental Real Estate Sdn Bhd
114656089,Taman Haji Mokhtar Kangar Perlis Untuk Dijual,450000,Perlis,Kangar,1-storey Terraced House,Freehold,4420,3,2,Oriental Real Estate Sdn Bhd
113247080,Teres Setingkat Taman Pauh Indah Arau Perlis untuk dijual,240000,Perlis,Arau,Terraced House,Leasehold,1280,3,2,Legacy Real Property
114759993,"Teres Setingkat Taman Seri Pulai, Kangar, Perlis",310000,Perlis,Kangar,1-storey Terraced House,Freehold,1765,3,2,The Roof Realty
110057548,Teres Setingkat Taman Seberang Jaya Kuala Perlis (RENO 4 BILIK),199000,Perlis,Kuala Perlis,Terraced House,Leasehold,1200,4,2,Nilai Harta Consultant
114754483,"MURAH💥 TAMAN SEBERANG JAYA, K.PERLIS📍Near Kg WAI✅️ ADA EXTRA LAND🔥",250000,Perlis,Kuala Perlis,2-storey Terraced House,Leasehold,1496,4,3,PRIMA HARTA
112240323,Tanah Lot GERAN INDIVIDU di Kangar,45000,Perlis,Kangar,Residential Land,Freehold,4000,N/A,N/A,Private Seller
114747153,"Teres Setingkat RPA Taman Bunga Geti, Beseri, Perlis",140000,Perlis,Kangar,1-storey Terraced House,Leasehold,1055,3,2,The Roof Realty
114638048,Under market value Good ROI 3 Storey Shoplot Kuala Perlis For Sale,589000,Perlis,Kuala Perlis,Shop lot,Freehold,1119,N/A,N/A,TECH REALTORS
114144622,BANGLO CANTIK💥 TAMAN JEJAWI📍Sesuai Bt Hometay❗️BANYAK FREEGIFTS🎁,560000,Perlis,Kangar,Bungalow House,Freehold,5081,5,2,PRIMA HARTA
114735191,Strategically located land in Pauh Perlis,2200000,Perlis,Pauh,Land,Freehold,5.52,N/A,N/A,Private Seller
114734562,Full Loan‼️ Harga Mampu Milik- Ada Tanah Extra Di Belakang Rumah✅,270000,Perlis,Arau,Terraced House,Freehold,1399,3,3,IW PROPERTIES
114732654,"TANAH DUSUN BATU PAHAT‼️RAPAT MINI TAR‼️33,131sqft 100k SAHAJA‼️",100000,Perlis,Kangar,Agricultural Land,Freehold,0.71,N/A,N/A,HIT PROPERTIES
114732666,"TANAH SEBELAH HIGHWAY PERLIS‼️1 GERAN AKSES JALAN‼️68,329sqft 2 RELONG",580000,Perlis,Kangar,Agricultural Land,Freehold,1.56,N/A,N/A,HIT PROPERTIES
114731247,Tanah Tepi Jalan Jejawi Tok Kayaman Kangar Perlis,215000,Perlis,Kangar,Agricultural Land,Freehold,0.88,N/A,N/A,The Roof Realty
110765976,Taman Muhibbah Fully Renovate JEJAWI,330000,Perlis,Arau,Terraced House,Freehold,1540,3,3,HIT PROPERTIES
102695986,Pauh Perlis bertentang UNIMAP INTERNASIONAL LOT,700000,Perlis,Pauh,Agricultural Land,Leasehold,4.1,N/A,N/A,HIT PROPERTIES
110499448,Tanah dan Rumah 8 unit di Pauh dekat PTSS,1300000,Perlis,Pauh,Agricultural Land,Freehold,1.09,N/A,N/A,HIT PROPERTIES
114045648,KANGAR Fully RENOVATE TAMAN JELITI,175000,Perlis,Kangar,1.5-storey Terraced House,Leasehold,753,3,2,HIT PROPERTIES
114046552,Tanah Kampung status Bangunan di BINTONG PERLIS,230000,Perlis,Kangar,Residential Land,Freehold,0.20,N/A,N/A,HIT PROPERTIES
114727290,"Tanah Tepi Highway Changlun - Kuala Perlis, Mukim Utan Aji",580000,Perlis,Utan Aji,Land,Freehold,1.56,N/A,N/A,The Roof Realty
114195251,RUMAH BARU TMN KEMAJUAN‼️FUL LOAN MUDAH LULUS‼️775sqft 3 BILIK‼️,195000,Perlis,Kangar,2-storey Terraced House,Leasehold,775,3,1,HIT PROPERTIES
114195047,SEMI D LUAS TENGAH KANGAR‼️CASHBACK 70k‼️BOLEH FULL LOAN✅2852sqft‼️,295000,Perlis,Kangar,Semi-Detached House,Freehold,2852,3,2,HIT PROPERTIES
114317809,SEMI D DEPAN HOSPITAL‼️BEBAS BANJIR‼️FULL LOAN BOOKING RENDAH‼️2443sf‼,400000,Perlis,Kangar,Semi-Detached House,Freehold,2443,3,2,HIT PROPERTIES
114420421,Semi-D Setingkat Taman Progresif Kangar,355000,Perlis,Kangar,1-storey Terraced House,Freehold,3340,3,2,Qhomes Realty
114718331,"SEMI-D Corner Lot  (Fully Renovated)🔥 TAMAN MASMUDA, KANGAR, PERLIS",400000,Perlis,Kangar,Semi-Detached House,Freehold,3789,4,2,HIT PROPERTIES SDN. BHD.
108340766,Last Unit Semi-d Baru Kangar Freehold Rizab Melayu,425610,Perlis,Kangar,New Semi-Detached House,Freehold,1484,3,2,Private Seller
111848679,Padang Besar Mukim Titi Tinggi Kampung Resau Rubber Estate,942500,Perlis,Padang Besar,Agricultural Land,Leasehold,10,N/A,N/A,Rich Hill Realty
114715898,SEMI D 2 TINGKAT GUAR GAJAH‼️FULL LOAN BELOW MV‼️NONBUMI 2464sf‼️RENOV,470000,Perlis,Kangar,Semi-Detached House,Freehold,2464,4,4,HIT PROPERTIES
112699610,TMN SENA PERMAI‼️FULL LOAN FREE LEGAL FEES‼️TEPl ROUNDABOUT‼️REBAT 22%,444794,Perlis,Kangar,2-storey Terraced House,Freehold,1500,4,3,HIT PROPERTIES
114715772,Kebun harumanis untuk Dijual,240000,Perlis,Titi Tinggi,Agricultural Land,Leasehold,1.59,N/A,N/A,Homefield Real Estate Sdn Bhd
114715749,Bukit Keteri : Lot Banglo untuk dijual,97000,Perlis,Kangar,Residential Land,Freehold,0.5,N/A,N/A,Homefield Real Estate Sdn Bhd
114715746,Semi D Satu Tingkat Murah - Tmn Utara Jejawi,368000,Perlis,Kangar,New Semi-Detached House,Freehold,990,3,2,Homefield Real Estate Sdn Bhd
114121379,Taman Indra Kuala Perlis - Semi D 2 Tingkat,580000,Perlis,Kuala Perlis,Semi-Detached House,Freehold,2346,4,3,Homefield Real Estate Sdn Bhd
114129851,Taman Haji Mokhtar Kangar - Semi D Satu Tingkat,450000,Perlis,Kangar,Semi-Detached House,Freehold,960,3,2,Homefield Real Estate Sdn Bhd
114174584,Tmn Emas Bukit Keteri - Teres Satu Tingkat,170000,Perlis,Others,Terraced House,Freehold,1240,3,1,Homefield Real Estate Sdn Bhd
114714966,Banglo ‼️8 minit dari Kangar ‼️Below MV ‼️Low Booking ‼️,200000,Perlis,Kangar,Bungalow House,Leasehold,2605,4,2,HIT Properties
114714901,Semi D Non Bumi Lot dekat Kangar ‼️BELOW MV,470000,Perlis,Kangar,Semi-Detached House,Freehold,2464,4,4,HIT Properties
112275520,"TAK BERHADAPAN RUMAH💥 TAMAN PROGRESIF, KANGAR📍Bebas Banjir❗️LPPSA✅️",355000,Perlis,Kangar,Semi-Detached House,Freehold,3340,3,2,PRIMA HARTA
114705003,Arau Perlis Medan Universiti Apartment For Sale,195000,Perlis,Arau,Apartment,Leasehold,872,3,2,Tech Realtors Properties
114183824,Tanah Kg nak dijual di jawi endol,200000,Perlis,Simpang Ampat,Residential Land,Freehold,0.51,N/A,N/A,Private Seller
114701733,Rumah Banglo 200k Kuala Perlis,200000,Perlis,Kuala Perlis,Bungalow House,Leasehold,2605,4,2,HIT Properties
114121024,Warehouse at Padang Besar Perlis,3988000,Perlis,Padang Besar,New Warehouse / Factory,Freehold,28064,N/A,N/A,KULIM PROPERTY
110174248,"TERES MURAH🔥20K CASHBACK❗RENO✅FULLOAN🎁3🛏️2🛁, Taman Sri Wang Arau",220000,Perlis,Arau,Terraced House,Freehold,1399,3,2,CCI PROPERTY
112279824, 7.67 Acre Flat Agricultural Land  Padang Besar | Perlis ,1503666,Perlis,Padang Besar,Agricultural Land,Freehold,7.67,N/A,N/A,Hit Properties Sdn Bhd
114652822,Tanah Kampung Rapat Jalan Utama,145000,Perlis,Kangar,Residential Land,Freehold,16604,N/A,N/A,Private Seller
114681488,"BELOW MARKET 1 Storey Terrace Taman Arau, Arau, Perlis",225000,Perlis,Arau,1-storey Terraced House,Freehold,1195,3,2,IQI REALTY SDN. BHD.
114681131,"Semi D TAMAN BUKIT KAYANGAN, PERLIS 🔥",375000,Perlis,Kangar,Semi-Detached House,Freehold,2701,3,2,HIT PROPERTIES SDN BHD
114681314,"Single Storey TAMAN BESERI JAYA, BESERI 🔥",240000,Perlis,Kangar,1-storey Terraced House,Freehold,1859,2,2,HIT PROPERTIES SDN BHD
114681268,"Open Facing TAMAN SERI MEDAN, UTAN AJI 🔥",245000,Perlis,Utan Aji,1-storey Terraced House,Freehold,1732,3,2,HIT PROPERTIES SDN BHD
114681255,"Single Storey TAMAN SRI WANG, ARAU 🔥",240000,Perlis,Arau,1-storey Terraced House,Freehold,1399,3,2,HIT PROPERTIES SDN BHD
114681250,"Single Storey TAMAN SAUJANA IDAMAN, ARAU 🔥",285000,Perlis,Arau,1-storey Terraced House,Leasehold,1399,3,2,HIT PROPERTIES SDN BHD
114681108,Semi D 2 1/2 TAMAN MUTIARA. KANGAR PERLIS 🔥,850000,Perlis,Kangar,Semi-Detached House,Freehold,2734,5,4,HIT PROPERTIES SDN BHD
114681222,Corner Lot Single Storey RPA CHUPING 🔥,260000,Perlis,Kangar,1-storey Terraced House,Leasehold,2023,3,2,HIT PROPERTIES SDN BHD
114054860,"TANAH KAMPUNG, Lorong Air, Kg Padang Lati, Kangar, Perlis",1200000,Perlis,Kangar,Agricultural Land,Freehold,4.7,N/A,N/A,QUALITY HOMES REALTY
114677626,Rumah Teres Tanah Luas🏡Taman Beseri Jaya📍Full Loan✅,250000,Perlis,Kangar,Terraced House,Freehold,1789,3,2,HIT PROPERTIES
114605604,SEMI D BERBALOI GUAR HALBAN‼️FULL LOAN BOOKING 500‼️EXTENDED 2529sqft‼,365000,Perlis,Kangar,Semi-Detached House,Freehold,2529,3,2,HIT PROPERTIES
112391408,FREE Booking!!Rebat RM30K!Taman Empiang Ceria!,377400,Perlis,Kangar,Semi-Detached House,Freehold,1000,3,2,Private Seller
112390824,FREE Booking!Banglo di Kangar!Rebate RM30K!Taman Empiang Ceria!,566400,Perlis,Kangar,Bungalow House,Freehold,1125,3,2,Private Seller
112474555,Semi D Modern Taman Gochar Setia! FREE Booking & Legal Fees!,428000,Perlis,Seriab,Semi-Detached House,Freehold,2562,3,2,Private Seller
113505690,FREE Lawyer fees Teres 2 Tingkat Taman Sena Permai!,465000,Perlis,Kangar,2-storey Terraced House,Freehold,1500,4,3,Private Seller
112587157,Tanah Lot Kediaman Pekan Arau,77000,Perlis,Arau,Residential Land,Freehold,3610,N/A,N/A,Real Estate
91607544,Apartment Uniciti Alam Sungai Chuchuh Wang Kelian Padang Besar Perlis,195000,Perlis,Titi Tinggi,Apartment,Leasehold,870,3,2,Maxxan Realty
114640850,Taman Haz Melati Caltex jalan bukit keteri,355000,Perlis,Kaki Bukit,Semi-Detached House,Freehold,3040,3,2,Private Seller
114668317,Rumah Harga Rendah bawah Pasaran- Siap Renovate- Kawasan Paduuu🔥🔥,140000,Perlis,Others,Terraced House,Leasehold,1216,2,2,IW PROPERTIES
114089170,Kangar Jaya Perlis Tanah Bendang 4.7 Ekar /6 Relong,1300000,Perlis,Kangar,Agricultural Land,Freehold,4.73,N/A,N/A,Together Properties
114664551,Tanah lot feeder 2 sekerat geran individu,170000,Perlis,Arau,Residential Land,Freehold,0.13,N/A,N/A,putriLink
107326819,"Tanah lot arau, non bumi boleh beli sblm warung bang teh",134420,Perlis,Arau,Residential Land,Freehold,0.09,N/A,N/A,putriLink
114663794,STRATEGIC AREA Oil Palm Farm Kaki Bukit Perlis FOR SALE,7278928,Perlis,Kaki Bukit,Agricultural Land,Freehold,20.88,N/A,N/A,Tech Realtors Properties Sdn Bhd
114663848,FACING ROAD Oil Palm 1st Grade Land Kaki Bukit Perlis FOR SALE,41743584,Perlis,Kaki Bukit,Agricultural Land,Freehold,159.72,N/A,N/A,Tech Realtors Properties Sdn Bhd
114663292,"Teres Setingkat Taman Bandar Baru Putra Height, Padang Siding, Arau",240000,Perlis,Arau,1-storey Terraced House,Freehold,1323,3,5,The Roof Realty
114660516,"Semi-D Setingkat Taman Guar Halban, Perlis",365000,Perlis,Kangar,Semi-Detached House,Freehold,2529,3,2,The Roof Realty
114660147,"Big Land Corner Semi-D in Pekan Pauh Arau, Got Renovation & Extension",560000,Perlis,Pauh,Semi-Detached House,Freehold,3600,4,2,MLP REALTY
114660289,Taman Nyu Indah Arau Perlis,390000,Perlis,Arau,1-storey Terraced House,Freehold,1012,3,2,Qhomes Realty
113847172,"TAMAN BESERI MURNI, Beseri, Perlis‼️",280000,Perlis,Kangar,Semi-Detached House,Leasehold,2368,3,2,IQI Realty Sdn Bhd
114655745,Taman Harmoni Kangar Perlis,370000,Perlis,Kangar,Semi-Detached House,Freehold,2100,3,2,Qhomes Realty
114619527,tanah agriculture untuk dijual di changkat jawi arau perlis. ,352240,Perlis,Arau,Agricultural Land,Freehold,3.7,N/A,N/A,Private Seller
114320588,"Taman Baharu Putra Height, Padang Siding, Arau
",245000,Perlis,Arau,1-storey Terraced House,Freehold,1324,3,5,Private Seller
114113817,TAMAN DATO’ WAN AHMAD📍CASHBACK 20K‼️ Full LOAN✅ ZERO DOWNPAYMENT✅,140000,Perlis,Kangar,1-storey Terraced House,Leasehold,1216,2,2,HIT PROPERTIES SDN BHD
111044527,Arau Perlis Commercial Land 26 Units ShopLot 4.34 Acres,6244590,Perlis,Arau,Commercial Land,Freehold,4.34,N/A,N/A,Tech Realtors Properties
112045283,Taman Aman Fasa 5 Double Storey Shoplot,650000,Perlis,Kangar,Shop lot,Freehold,1540,N/A,N/A,Tech Realtors Properties
111281139,Jalan Kangar Perlis 1.5 Storey ShopLot,290000,Perlis,Kangar,Shop lot,Freehold,1411,N/A,N/A,Tech Realtors Properties
111335292,Taman Mutiara 2 Storey Terrace House,490000,Perlis,Kangar,2-storey Terraced House,Freehold,1539,4,2,Tech Realtors Properties
114612545,"Tanah Tapak Rumah – Kangar, Perlis",65000,Perlis,Kangar,Agricultural Land,Freehold,0.10,N/A,N/A,Private Seller
111166974,RAPAT Main Road Tanah 10.8 Relong di Kaki Bukit,974000,Perlis,Kaki Bukit,Agricultural Land,Leasehold,7.5,N/A,N/A,PROTASA PROPERTIES
111348168,"3.6 Relong Tanah di Guar Sanai, Perlis",235000,Perlis,Others,Agricultural Land,Freehold,2.6,N/A,N/A,PROTASA PROPERTIES
114616655,Tanah Lot untuk dijual Last lot12 Pdg Besar Perlis,60000,Perlis,Padang Besar,Bungalow House,Freehold,6000,2,1,Private Seller
114642410,"Taman Harmoni, Kangar, Perlis 1-Storey Semi D, Tengah Pekan, Renovated",350000,Perlis,Kangar,Semi-Detached House,Freehold,2411,3,3,ESP Esprit Estate Agent Sdn. Bhd.
114639697,TERES MURAH TMN SEBERANG JAYA‼️FULL LOAN MUDAH LULUS‼️1302sqft 3 BILIK,200000,Perlis,Kuala Perlis,1-storey Terraced House,Leasehold,73,3,1,HIT PROPERTIES
114639094,FURNISHED TMN PAUH INDAH‼️FULL LOAN MUDAH LULUS‼️RENOVATED 1474sf‼️,285000,Perlis,Pauh,1-storey Terraced House,Leasehold,1474,3,2,HIT PROPERTIES
114630759,"Taman Saujana Idaman, Arau 🔥 BEBAS BANJIR‼️",285000,Perlis,Arau,1-storey Terraced House,Leasehold,1400,3,2,HIT PROPERTIES SDN BHD
114590102,"Tanah Tepi Jalan Di Pauh, Arau, Perlis - Lokasi Strategik",1200000,Perlis,Arau,Agricultural Land,Leasehold,4.52,N/A,N/A,Private Seller
112283122,7.671 Acres | Agricultural Land | Titi Tinggi | Padang Besar | PERLIS,1503666,Perlis,Titi Tinggi,Agricultural Land,Freehold,7.67,N/A,N/A,HIT PROPERTIES
114566212,"Taman Sri Wang 2, Arau, Perlis - Direct Owner",365000,Perlis,Arau,Semi-Detached House,Freehold,2454,3,2,Private Seller
113214278,"SEMI-D TAMAN BUKIT KAYANGAN, KANGAR📍Sesuai Utk Bt HOMESTAY💥 LPPSA✅️",375000,Perlis,Kangar,Semi-Detached House,Freehold,2701,3,2,PRIMA HARTA
114620302,"LOKASI STRATEGIK💥TAMAN SAUJANA IDAMAN,ARAU📍Bebas Banjir✅️FULL LOAN💯",285000,Perlis,Arau,1-storey Terraced House,Leasehold,1399,3,2,PRIMA HARTA
107493087,"Tanah Dusun Batu Pahat,Perlis",450000,Perlis,Others,Agricultural Land,Freehold,5.3,N/A,N/A,NILAI HARTA CONSULTANTS SDN BHD
114616921,Teres 1 Tingkat🏡Taman Saujana Idaman Arau📍Bebas Banjir✅,285000,Perlis,Arau,Terraced House,Leasehold,1399,3,2,HIT PROPERTIES
114613954,Teres Satu Tingkat - Taman Teratai Kangar,240000,Perlis,Kangar,Terraced House,Freehold,1636,3,1,Homefield Real Estate Sdn Bhd
114608364,CORNERLOT TMN PERTIWI‼️FULL LOAN BOOKING 1k‼️LUAS 2005sqft 3 BILIK‼️,285000,Perlis,Kangar,1-storey Terraced House,Freehold,2005,3,2,HIT PROPERTIES
114605599,SEMI D LUAS JEJAWI‼️FULL LOAN-0 DOWNPAYMENT‼️3293sqft 3 BILIK‼️,380000,Perlis,Kangar,Semi-Detached House,Freehold,3293,3,2,HIT PROPERTIES
112576726,RUMAH SEMI D BANDAR KANGAR SIAP RENO UNTUk DIJUAL,385000,Perlis,Kangar,Semi-Detached House,Freehold,2390,3,2,ACTIVOS PROPERTIES
114564276,Rumah Taman Beseri Murni Untuk Dijual,185000,Perlis,Kangar,Cluster House,Leasehold,1765,3,2,Private Seller
114570383,Ruman Teres Perumahan Kos Rendah Kangar,175000,Perlis,Kangar,Terraced House,Leasehold,900,2,2,Private Seller
112280240,"7.671 Acres Flat Land For Sale @ Padang Besar , Titi Tinggi , Perlis",1503666,Perlis,Titi Tinggi,Agricultural Land,Freehold,7.67,N/A,N/A,HIT PROPERTIES SDN BHD
114600666,Taman Perlis - Single Storey Terrace House For Sale,498000,Perlis,Kangar,Terraced House,Freehold,1760,4,2,Tech Realtors Properties
114598133,Taman Ria Arau Lokasi Terbaik Utk Stay @ Sewa- Harga Termampu milik‼️,200000,Perlis,Arau,Terraced House,Freehold,1400,3,2,IW PROPERTIES
112872401,"Kebun Harumanis, Rumah & Kolam Utk Dijual",1000000,Perlis,Titi Tinggi,Agricultural Land,Leasehold,8.3,N/A,N/A,Homefield Real Estate Sdn Bhd
114597052,Taman Tembusu Jejawi Perlis,320000,Perlis,Others,Terraced House,Freehold,1496,3,2,Qhomes Realty
114459699,"Tanah Geran Individu di Mukim Kayang , rapat lebuhraya Kuala Perlis",185000,Perlis,Kangar,Agricultural Land,Freehold,5490,N/A,N/A,Oriental Real Estate Sdn Bhd
114595457,TERES WAN ARPAH‼️FULL LOAN MUDAH LULUS‼️1097sqft 2 BILIK‼️BOOKING LOW‼,220000,Perlis,Kangar,1-storey Terraced House,Leasehold,1097,2,2,HIT PROPERTIES
114595487,RENOVATED TMN MEDAN SEPAKAT📍FULL LOAN-0 DOWNPAYMENT‼️EXTENDED 1399sf‼,325000,Perlis,Utan Aji,1-storey Terraced House,Freehold,1399,3,2,HIT PROPERTIES
114595449,OPEN FACING TMN HIJRAH‼️FULL LOAN MUDAH LULUS‼️HARGA NEGO 1356sqft‼️,289000,Perlis,Kangar,1-storey Terraced House,Freehold,1356,3,2,HIT PROPERTIES
114595436,BANGLO SRI IDAMAN📍FULL LOAN-NO DOWNPAYMENT‼️LUAS 6250sqft‼️HOT🔥🔥,468000,Perlis,Kangar,Bungalow House,Freehold,6250,3,2,HIT PROPERTIES
114593012,TANAH BENDANG RAPAT JALAN Di KANGAR,145000,Perlis,Kangar,Agricultural Land,Freehold,0.48,N/A,N/A,CCI PROPERTY
114592919,"Semi D 2 Tingkat,Taman Hijrah Kangar Perlis Untuk Dijual",570000,Perlis,Kangar,2-storey Terraced House,Freehold,2625,4,3,MAXXAN REALTY REAL ESTATE SDN BHD
114589065,‼️𝗞𝗘𝗕𝗨𝗡 𝗛𝗔𝗥𝗨𝗠 𝗠𝗔𝗡𝗜𝗦 𝗨𝗡𝗧𝗨𝗞 𝗗𝗜𝗝𝗨𝗔𝗟 @ Semadong,150000,Perlis,Others,Agricultural Land,Freehold,0.74,N/A,N/A,Oriental Real Estate Sdn Bhd
113792889,Tanah beserta rumah untuk dijual,210000,Perlis,Arau,Land,Freehold,23232,N/A,N/A,Private Seller
114190789,"UNTUK DIJUAL – Rumah Cluster 2 Tingkat Taman Jeliti, Bintong Kangar
",140000,Perlis,Kangar,Cluster House,Leasehold,753,3,2,Private Seller
114532560,"Taman Bintong Ceria, Rumah Teres 2 Tigkat",415000,Perlis,Kangar,Terraced House,Leasehold,1916,4,3,Private Seller
114538291,Rumah Teres Taman Seri Semarak Below Market Value,190000,Perlis,Kangar,Terraced House,Freehold,1360,3,2,Private Seller
113872817,BANGLO LUAS KUALA PERLIS‼️RPA KG NELAYAN📍FULL LOAN BAWAH MV‼️4 BILlK‼,200000,Perlis,Kuala Perlis,Bungalow House,Leasehold,2605,4,2,HIT PROPERTIES
114571166,"Lot Sawah Strategik 7,901 kps Tok Pulau, Mukim Sanglang, Negeri Perlis",63000,Perlis,Others,Residential Land,Freehold,0.18,N/A,N/A,SANI LAND SERVICES
114568827,"[EN-BLOC] 17 Units Shop-Office @ Lamanda Chuping, Perlis",10294100,Perlis,Others,Shop lot,Leasehold,57000,N/A,N/A,Private Seller
114566414,Tanah Dalam Bandar Kangar Beserta Rumah Kayu Untuk Dijual FREEHOLD,450000,Perlis,Kangar,Land,Freehold,13700,N/A,N/A,Oriental Real Estate Sdn Bhd
114564889,Rumah Teres 1 Tingkat dekat UITM Arau📍Taman Ria🏡,200000,Perlis,Arau,Terraced House,Freehold,1400,3,2,HIT PROPERTIES
114564887,Renovated🏡Taman Angsana Bukit Keteri📍Teres 1 Tingkat🏡Full Loan✅,170000,Perlis,Kangar,Terraced House,Leasehold,1227,3,2,HIT PROPERTIES
114343266,Taman Bintong Maju Double Storey Semi D for Sale,480000,Perlis,Kangar,Semi-Detached House,Freehold,4273,6,4,Oriental Real Estate Sdn Bhd
