"Gender","Category","Location","Size","Season","Subscription Status","Shipping Type","Discount Applied","Promo Code Used","Payment Method","Frequency of Purchases","Customer Income Level","Age","Item Purchased","Purchase Amount (USD)","Color","Review Rating","Previous Purchases","Discount Percentage","Item Price"
0.0,0.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,"Adult","Dress",157.3,"Lavender",4.7,36,18.11891079,145.53
0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,"Adult","Sweater",60.18,"Black",4.6,17,15.79862547,59.6
0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,"Senior","Pants",113.75,"Green",3.3,46,12.2807285,108.95
0.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,"Young Adult","Pants",37.64,"Black",2.8,50,20.29632237,35.86
0.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,1.0,"Young Adult","Pants",26.7,"Charcoal",4.1,22,8.487346516,24.47
0.0,0.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,"Adult","Pants",57.2,"Peach",3.2,32,12.30361621,53.64
0.0,0.0,19.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,"Young Adult","Pants",63.67,"White",4.4,40,14.15904608,60.52
0.0,2.0,20.0,2.0,3.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,"Teen","Jacket",162.29,"Green",2.9,16,16.40174961,159.34
0.0,0.0,21.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,"Teen","Hoodie",157.37,"Silver",3.6,14,24.62939903,146.05
0.0,3.0,22.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,"Adult","Jewelry",103.02,"Red",3.6,13,9.991844554,94.55
0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,"Adult","Shorts",106.74,"Cyan",5.0,7,17.85586096,97.73
0.0,3.0,17.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,"Adult","Handbag",18.32,"Gray",4.4,41,19.81036422,17.96
0.0,0.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,"Young Adult","Dress",26.72,"Black",4.1,14,6.161260318,25.88
0.0,3.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,"Adult","Jewelry",46.2,"Black",4.7,16,20.1886213,44.98
0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,"Young Adult","Dress",132.29,"Brown",4.7,45,9.263103092,127.74
0.0,2.0,23.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,"Adult","Jacket",111.95,"Silver",4.9,37,6.626289825,106.19
0.0,0.0,24.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,"Adult","Pants",41.39,"Green",3.3,45,28.72213843,38.32
0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,"Adult","T-shirt",32.62,"Violet",4.6,38,29.14080083,29.69
0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,"Adult","Blouse",122.78,"Cyan",4.0,48,25.2099337,120.39
0.0,0.0,26.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,"Young Adult","T-shirt",22.41,"Maroon",4.6,44,12.61534423,20.72
0.0,0.0,27.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,"Young Adult","Jeans",120.05,"Cyan",2.8,10,7.44180285,111.89
0.0,0.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,"Young Adult","Dress",121.16,"Red",3.7,44,22.10582566,120.27
0.0,0.0,28.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,"Senior","Pants",67.37,"Turquoise",4.2,18,16.00381234,66.6
0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,"Senior","Handbag",93.14,"Beige",4.6,31,8.050955871,87.68
0.0,3.0,29.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,"Senior","Scarf",40.03,"Orange",4.5,40,17.37942275,39.78
0.0,2.0,30.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,"Young Adult","Coat",115.84,"Beige",4.1,15,5.859713028,112.2
0.0,3.0,31.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,"Young Adult","Scarf",80.49,"Lavender",3.7,19,27.73301005,75.66
0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,"Adult","Hat",94.09,"Silver",4.6,45,11.46949954,89.85
0.0,0.0,30.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,"Adult","Socks",38.08,"Indigo",2.9,25,21.56305711,35.55
0.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,"Adult","Shirt",125.58,"White",2.9,45,12.7927769,118.9
0.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,"Adult","Jewelry",83.31,"Charcoal",4.5,36,18.00170053,79.39
0.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,"Adult","Shirt",91.72,"Orange",2.7,38,18.66775698,87.96
0.0,0.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,"Senior","Hoodie",23.56,"Indigo",4.6,34,9.621361388,23.3
0.0,0.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,"Adult","Blouse",25.62,"Red",3.7,39,29.23961569,24.09
0.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,"Adult","Skirt",63.96,"Gray",4.7,7,24.37832058,60.87
0.0,0.0,29.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,"Adult","T-shirt",141.42,"Green",2.6,26,28.48747354,137.98
0.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,"Young Adult","Skirt",78.89,"Peach",3.9,35,27.37068376,73.35
0.0,2.0,35.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,"Adult","Coat",96.5,"Brown",4.2,35,19.94749947,95.76
0.0,2.0,36.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,"Adult","Jacket",109.69,"Lavender",3.0,49,28.04685588,107.95
0.0,3.0,16.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,"Adult","Backpack",101.24,"Brown",4.7,46,7.212312551,93.67
0.0,2.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,"Young Adult","Coat",192.08,"White",4.4,17,9.89957156,176.68
0.0,0.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,"Senior","Hoodie",126.8,"Charcoal",4.2,29,6.130682223,124.48
0.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,"Senior","Belt",95.2,"Yellow",4.6,4,13.13325827,90.33
0.0,0.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Adult","Sweater",136.17,"Brown",4.0,17,14.71693224,124.97
0.0,3.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,"Adult","Scarf",39.05,"Orange",4.7,21,11.78372579,38.62
0.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,"Young Adult","Sneakers",71.69,"Magenta",3.8,31,25.71843773,68.75
0.0,3.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,"Young Adult","Sunglasses",90.82,"Lavender",2.7,43,13.91883317,83.62
0.0,1.0,15.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,"Senior","Boots",32.77,"Green",4.8,18,12.02336274,31.18
0.0,3.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,"Senior","Backpack",48.62,"Purple",4.8,44,18.56740208,47.57
0.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,"Young Adult","Blouse",36.78,"Magenta",4.7,3,8.523105624,35.58
0.0,2.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,"Adult","Coat",246.29,"Gray",4.4,49,25.05492452,238.58
0.0,3.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,"Adult","Handbag",60.68,"Silver",3.9,21,6.863766092,56.69
0.0,3.0,30.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,"Adult","Belt",46.88,"Cyan",4.4,5,29.67217342,42.73
0.0,3.0,15.0,2.0,3.0,0.0,4.0,0.0,0.0,5.0,6.0,0.0,"Young Adult","Belt",99.05,"Magenta",4.2,32,24.30611923,96.62
0.0,0.0,41.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,"Adult","Dress",87.19,"Gold",2.9,34,9.967892038,84.64
0.0,0.0,42.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,"Teen","Dress",57.24,"Olive",2.9,21,5.138052928,57.03
0.0,0.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,"Adult","Pants",104.23,"Teal",2.7,43,25.38653571,99.24
0.0,3.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,"Adult","Gloves",15.04,"Violet",4.5,3,22.6714336,14.63
0.0,3.0,40.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,"Senior","Scarf",93.94,"Blue",2.7,21,23.2251792,91.74
0.0,3.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,"Adult","Hat",24.17,"Teal",4.2,32,24.28175867,23.04
0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,"Young Adult","Dress",151.72,"Gold",3.3,36,6.851116293,148.13
0.0,0.0,43.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"Adult","Skirt",115.56,"Maroon",4.7,50,13.96164321,107.38
0.0,2.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,"Adult","Jacket",104.63,"Olive",2.6,43,7.896726488,97.53
0.0,1.0,14.0,3.0,2.0,0.0,4.0,0.0,0.0,2.0,6.0,1.0,"Young Adult","Sandals",98.37,"Blue",3.3,24,26.57758565,92.52
0.0,1.0,41.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,"Senior","Shoes",145.08,"Maroon",2.6,36,20.58245317,137.7
0.0,0.0,42.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,"Young Adult","Pants",34.39,"Olive",4.0,21,13.27245062,31.74
0.0,0.0,21.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,"Adult","Dress",62.85,"Turquoise",4.1,34,6.588958757,61.7
0.0,2.0,28.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,"Adult","Coat",61.59,"Peach",4.4,42,12.77455804,58.16
0.0,3.0,35.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,"Adult","Sunglasses",71.1,"Charcoal",4.5,2,13.12958305,70.98
0.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,"Young Adult","Hoodie",88.53,"Pink",3.7,47,23.24015446,86.57
0.0,1.0,31.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"Adult","Shoes",142.11,"Green",3.7,44,20.93893678,139.68
0.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,"Young Adult","T-shirt",114.07,"Orange",3.5,35,27.18031856,109.82
0.0,2.0,18.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,"Adult","Jacket",240.61,"Pink",3.6,15,16.80537313,237.35
0.0,3.0,36.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,5.0,2.0,"Young Adult","Hat",41.16,"Violet",2.9,29,7.989856148,40.7
0.0,3.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,"Adult","Scarf",101.4,"Green",4.6,18,22.83111968,93.22
0.0,2.0,21.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,"Senior","Jacket",108.29,"Olive",4.4,13,24.01962622,101.59
0.0,0.0,20.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,"Adult","Sweater",133.25,"Purple",4.5,46,19.03192994,126.24
0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,"Adult","Skirt",91.0,"Silver",4.6,28,24.2741795,88.85
0.0,1.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,"Adult","Sneakers",49.94,"Pink",3.8,48,17.34488991,45.83
0.0,3.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,"Young Adult","Gloves",96.8,"Gold",3.6,43,18.06832073,91.04
0.0,1.0,41.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,"Young Adult","Shoes",90.7,"Teal",4.8,37,15.68852546,87.64
0.0,0.0,14.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,"Young Adult","Jeans",124.63,"Teal",2.6,20,5.635478169,114.37
0.0,0.0,9.0,3.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,"Young Adult","Hoodie",145.87,"Indigo",3.7,33,7.697285675,135.32
0.0,3.0,45.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Senior","Sunglasses",68.35,"Maroon",2.7,31,5.785729642,67.78
0.0,2.0,25.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,"Young Adult","Coat",89.72,"White",4.6,50,20.91026028,82.33
0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,"Adult","Socks",98.93,"Violet",4.8,35,12.85889953,98.84
0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,"Adult","Boots",50.39,"Red",4.0,22,17.71426728,47.25
0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,"Adult","Sunglasses",10.62,"Pink",4.4,1,27.68916185,10.46
0.0,3.0,14.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,"Senior","Backpack",63.49,"Charcoal",3.6,4,11.23230573,59.39
0.0,2.0,46.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,"Senior","Jacket",184.44,"White",3.7,31,15.25957308,180.39
0.0,1.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,"Young Adult","Sneakers",154.65,"Olive",3.1,46,23.88877846,151.07
0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,"Senior","Socks",66.95,"Purple",3.4,32,10.71995414,62.3
0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"Adult","T-shirt",113.32,"Violet",2.6,43,6.924497746,104.45
0.0,3.0,14.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"Adult","Backpack",73.12,"Black",4.0,26,12.24378632,69.19
0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,"Young Adult","Belt",19.11,"Purple",5.0,9,9.030532181,18.43
0.0,3.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,"Adult","Gloves",34.69,"Red",4.3,28,28.24244131,33.87
0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,"Adult","Hat",101.41,"Maroon",3.1,20,25.20300949,97.57
0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,"Senior","Coat",242.83,"Blue",3.7,9,20.83509391,228.41
0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,2.0,"Adult","Skirt",129.52,"Gray",3.8,48,26.78651475,123.33
0.0,1.0,41.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,"Adult","Shoes",134.38,"Blue",3.4,12,25.09180192,128.07
0.0,1.0,45.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,"Adult","Sandals",67.76,"Yellow",4.6,29,9.664251472,63.19
0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,"Adult","Sweater",56.64,"Orange",4.8,27,27.31397496,56.5
0.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,"Adult","Coat",182.27,"Orange",4.3,44,18.48355605,179.09
0.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,"Senior","Hat",103.67,"Red",4.0,32,25.18600388,94.64
0.0,0.0,41.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,"Young Adult","Shorts",144.08,"Olive",4.2,11,27.4022825,138.93
0.0,3.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Adult","Backpack",12.45,"Brown",4.8,44,12.95008687,11.39
0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,"Adult","Sweater",82.98,"Brown",3.1,46,7.751298113,75.66
0.0,0.0,22.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,"Adult","Sweater",157.66,"Gray",3.1,50,10.69837906,145.27
0.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,"Adult","Shorts",60.52,"Indigo",3.6,45,15.67769472,58.28
0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,"Adult","Shorts",134.79,"Pink",3.9,48,25.45036915,130.65
0.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,"Young Adult","Sweater",44.37,"Gray",4.8,26,26.51826458,42.03
0.0,3.0,18.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,"Young Adult","Scarf",100.81,"Gold",4.7,21,5.173803263,94.25
0.0,0.0,38.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,"Young Adult","Dress",95.02,"Olive",4.2,49,17.76868256,94.11
0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,"Adult","Scarf",71.82,"Violet",3.7,13,15.43527508,65.35
0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,"Young Adult","Skirt",40.19,"Indigo",3.9,46,10.55269526,38.21
0.0,3.0,35.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,"Young Adult","Backpack",95.55,"Orange",4.7,42,7.996634183,88.96
0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,"Adult","Sweater",118.38,"Violet",2.5,25,13.44037929,110.61
0.0,3.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,"Adult","Hat",43.6,"Gray",4.9,25,28.5727426,42.35
0.0,1.0,23.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,"Adult","Sandals",181.17,"Purple",4.1,12,13.0800733,167.59
0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,"Adult","Blouse",144.84,"White",3.3,4,17.96976554,132.72
0.0,1.0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,"Senior","Sneakers",122.79,"Turquoise",4.7,38,22.57547397,116.93
0.0,0.0,42.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,"Senior","Skirt",131.82,"Maroon",4.4,42,14.09074006,123.78
0.0,2.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,"Adult","Coat",205.54,"White",3.8,30,29.29455207,190.39
0.0,0.0,17.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,"Senior","Shirt",140.29,"Yellow",3.9,50,29.06118237,135.7
0.0,3.0,41.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,"Adult","Gloves",44.21,"Turquoise",4.9,45,11.2945574,43.8
0.0,2.0,43.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,"Adult","Jacket",166.25,"Violet",3.1,33,17.43121265,165.66
0.0,2.0,9.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,"Young Adult","Coat",150.89,"Beige",2.7,25,12.52195775,143.12
0.0,1.0,32.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,"Young Adult","Shoes",83.36,"Silver",3.2,25,12.12101236,78.71
0.0,3.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,"Young Adult","Jewelry",12.79,"Teal",4.5,44,5.922173684,12.75
0.0,0.0,24.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"Adult","Skirt",131.51,"Black",4.0,21,20.23910835,126.94
0.0,1.0,37.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,"Senior","Shoes",54.3,"Purple",3.5,31,17.56697558,51.6
0.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,"Adult","Gloves",81.01,"Gray",2.6,47,6.286968781,79.3
0.0,0.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,"Adult","Pants",101.84,"White",3.2,14,11.96616161,100.98
0.0,1.0,18.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,"Young Adult","Boots",40.85,"Cyan",4.9,17,27.70664715,38.79
0.0,3.0,25.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,"Young Adult","Sunglasses",62.4,"Turquoise",4.5,3,10.98904727,58.66
0.0,0.0,36.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,"Young Adult","Shirt",125.55,"Brown",4.3,42,8.622371802,114.39
0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,"Senior","Hoodie",89.93,"Maroon",3.2,22,17.23631901,87.12
0.0,0.0,19.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,"Adult","Dress",126.72,"Charcoal",3.6,21,29.64126135,123.37
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,"Senior","Socks",77.67,"Olive",4.3,21,11.05138179,77.07
0.0,0.0,9.0,2.0,3.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,"Young Adult","Shorts",25.54,"Lavender",4.0,40,21.80338869,23.3
0.0,3.0,34.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,"Adult","Hat",91.17,"Yellow",3.0,1,24.04049038,85.24
0.0,0.0,39.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,"Young Adult","Shirt",74.43,"Teal",4.1,50,10.9409386,73.16
0.0,3.0,13.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,"Adult","Gloves",24.68,"Charcoal",3.8,39,23.20540872,24.08
0.0,3.0,21.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,"Young Adult","Gloves",63.68,"Orange",4.6,34,14.19457832,59.43
0.0,3.0,25.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Senior","Backpack",71.36,"Olive",3.0,29,20.80764576,69.42
0.0,3.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,"Adult","Sunglasses",103.02,"Turquoise",3.0,31,20.83824277,95.94
0.0,0.0,41.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,"Adult","Skirt",97.7,"Purple",3.4,8,18.3943671,92.07
